WBRatio,OPC,PPC,DAYS,CO2,STRENGTH,source,cluster
0.35,0,500,56,0.05,54.14,synthetic,1
0.55,500,0,56,0.11,25.25,synthetic,0
0.35,500,0,28,0.04,41.89,synthetic,0
0.51,400,0,7,0.05,55.23,synthetic,0
0.46,0,350,28,0.07,33.1,synthetic,1
0.43,400,0,28,0.17,32.86,synthetic,0
0.55,400,0,56,0.12,52.05,synthetic,0
0.45,500,0,7,0.11,63.12,synthetic,0
0.35,500,0,28,0.18,32.31,synthetic,0
0.46,400,0,7,0.09,45.38,synthetic,0
0.53,350,0,7,0.0,43.16,synthetic,0
0.35,0,400,56,0.12,42.86,synthetic,1
0.52,0,350,28,0.03,46.35,synthetic,1
0.55,0,500,56,0.06,45.97,synthetic,1
0.53,0,500,28,0.0,28.8,synthetic,1
0.43,0,350,7,0.07,63.12,synthetic,1
0.35,500,0,56,0.12,42.9,synthetic,0
0.35,500,0,7,0.17,18.25,synthetic,0
0.54,400,0,56,0.1,34.38,synthetic,0
0.37,0,400,56,0.12,46.8,synthetic,1
0.46,0,400,7,0.11,35.84,synthetic,1
0.5,0,350,7,0.1,44.92,synthetic,1
0.52,400,0,28,0.07,40.88,synthetic,0
0.55,0,400,56,0.13,44.86,synthetic,1
0.35,350,0,56,0.2,41.31,synthetic,0
0.35,0,350,7,0.06,36.43,synthetic,1
0.44,0,500,7,0.02,23.77,synthetic,1
0.51,500,0,56,0.0,45.48,synthetic,0
0.37,0,350,56,0.06,44.46,synthetic,1
0.44,0,350,28,0.01,29.16,synthetic,1
0.35,0,350,7,0.15,47.75,synthetic,1
0.51,0,350,56,0.0,33.96,synthetic,1
0.46,400,0,28,0.05,28.49,synthetic,0
0.36,350,0,28,0.17,43.67,synthetic,0
0.35,500,0,56,0.01,13.56,synthetic,0
0.35,350,0,56,0.03,35.56,synthetic,0
0.42,0,350,7,0.09,48.58,synthetic,1
0.35,350,0,28,0.1,35.02,synthetic,0
0.44,0,400,28,0.03,37.55,synthetic,1
0.44,0,500,56,0.13,32.71,synthetic,1
0.35,500,0,7,0.17,47.06,synthetic,0
0.44,0,500,56,0.13,32.52,synthetic,1
0.55,0,500,56,0.0,26.41,synthetic,1
0.35,0,350,28,0.07,49.05,synthetic,1
0.55,0,350,56,0.14,47.49,synthetic,1
0.52,0,350,7,0.09,47.43,synthetic,1
0.44,500,0,28,0.14,41.03,synthetic,0
0.55,0,350,7,0.15,47.95,synthetic,1
0.35,350,0,7,0.09,40.17,synthetic,0
0.35,0,350,56,0.02,50.18,synthetic,1
0.55,0,400,56,0.05,45.27,synthetic,1
0.35,500,0,28,0.12,46.69,synthetic,0
0.35,400,0,28,0.17,37.83,synthetic,0
0.37,350,0,7,0.12,18.52,synthetic,0
0.35,0,350,7,0.09,41.16,synthetic,1
0.46,0,350,28,0.17,43.86,synthetic,1
0.35,500,0,56,0.2,42.43,synthetic,0
0.5,0,500,56,0.0,28.68,synthetic,1
0.42,400,0,28,0.07,19.89,synthetic,0
0.35,500,0,28,0.08,26.77,synthetic,0
0.51,500,0,56,0.02,28.53,synthetic,0
0.35,0,400,7,0.17,36.76,synthetic,1
0.55,400,0,7,0.17,32.45,synthetic,0
0.52,500,0,7,0.08,42.42,synthetic,0
0.42,500,0,7,0.03,16.67,synthetic,0
0.44,500,0,28,0.05,28.02,synthetic,0
0.43,0,500,56,0.0,46.68,synthetic,1
0.35,350,0,7,0.03,29.86,synthetic,0
0.35,500,0,7,0.07,48.76,synthetic,0
0.35,350,0,7,0.13,50.95,synthetic,0
0.35,350,0,7,0.11,33.72,synthetic,0
0.35,0,400,7,0.06,37.69,synthetic,1
0.55,0,350,28,0.05,45.64,synthetic,1
0.35,0,500,56,0.0,32.96,synthetic,1
0.52,400,0,7,0.16,42.88,synthetic,0
0.51,500,0,56,0.08,63.12,synthetic,0
0.42,350,0,7,0.11,49.02,synthetic,0
0.45,0,500,56,0.0,36.44,synthetic,1
0.44,500,0,7,0.03,38.09,synthetic,0
0.45,500,0,28,0.12,38.59,synthetic,0
0.43,500,0,28,0.0,55.85,synthetic,0
0.46,0,400,7,0.2,44.34,synthetic,1
0.35,500,0,7,0.03,24.13,synthetic,0
0.35,400,0,56,0.07,47.4,synthetic,0
0.35,0,400,28,0.07,45.97,synthetic,1
0.5,400,0,28,0.0,59.78,synthetic,0
0.43,400,0,28,0.09,39.6,synthetic,0
0.45,0,400,7,0.13,28.05,synthetic,1
0.45,500,0,7,0.13,63.12,synthetic,0
0.45,500,0,56,0.04,21.24,synthetic,0
0.52,0,400,7,0.0,40.37,synthetic,1
0.35,0,500,28,0.16,50.01,synthetic,1
0.35,500,0,28,0.12,63.12,synthetic,0
0.51,350,0,7,0.19,46.62,synthetic,0
0.45,400,0,56,0.11,15.6,synthetic,0
0.52,500,0,56,0.07,13.56,synthetic,0
0.52,0,500,7,0.03,26.73,synthetic,1
0.55,0,400,28,0.08,52.77,synthetic,1
0.45,0,350,7,0.2,43.39,synthetic,1
0.45,400,0,7,0.01,45.69,synthetic,0
0.53,400,0,28,0.16,40.39,synthetic,0
0.54,350,0,28,0.04,29.91,synthetic,0
0.35,350,0,28,0.11,27.53,synthetic,0
0.37,0,500,28,0.16,24.41,synthetic,1
0.35,0,350,28,0.09,63.12,synthetic,1
0.55,0,400,28,0.03,41.72,synthetic,1
0.43,400,0,7,0.09,40.91,synthetic,0
0.43,0,500,7,0.16,41.47,synthetic,1
0.38,500,0,7,0.13,47.04,synthetic,0
0.53,400,0,28,0.15,39.04,synthetic,0
0.36,400,0,56,0.08,39.71,synthetic,0
0.35,400,0,28,0.03,48.48,synthetic,0
0.53,0,350,56,0.04,40.08,synthetic,1
0.35,0,400,7,0.06,50.44,synthetic,1
0.35,0,350,56,0.07,33.71,synthetic,1
0.45,400,0,7,0.18,26.12,synthetic,0
0.43,500,0,7,0.04,43.26,synthetic,0
0.35,0,500,56,0.04,16.21,synthetic,1
0.35,0,350,56,0.2,57.82,synthetic,1
0.43,0,350,7,0.19,53.72,synthetic,1
0.35,400,0,7,0.06,26.91,synthetic,0
0.55,350,0,28,0.0,63.12,synthetic,0
0.55,400,0,7,0.2,63.12,synthetic,0
0.35,350,0,7,0.19,48.88,synthetic,0
0.35,0,500,56,0.03,27.65,synthetic,1
0.36,400,0,28,0.15,50.49,synthetic,0
0.51,0,350,56,0.15,41.57,synthetic,1
0.35,0,400,7,0.06,39.13,synthetic,1
0.44,500,0,7,0.03,47.84,synthetic,0
0.43,500,0,7,0.02,48.81,synthetic,0
0.52,400,0,7,0.0,50.8,synthetic,0
0.51,0,350,56,0.0,42.35,synthetic,1
0.35,0,400,7,0.06,58.13,synthetic,1
0.53,0,350,28,0.13,26.08,synthetic,1
0.45,400,0,7,0.14,42.9,synthetic,0
0.43,500,0,28,0.2,55.55,synthetic,0
0.35,0,500,28,0.13,44.41,synthetic,1
0.42,0,350,56,0.02,23.52,synthetic,1
0.43,350,0,7,0.13,26.1,synthetic,0
0.51,400,0,56,0.0,52.01,synthetic,0
0.35,350,0,7,0.04,28.01,synthetic,0
0.46,500,0,56,0.07,41.62,synthetic,0
0.53,0,500,7,0.09,20.37,synthetic,1
0.35,0,400,28,0.03,37.78,synthetic,1
0.55,500,0,7,0.14,39.8,synthetic,0
0.35,0,400,7,0.1,32.16,synthetic,1
0.38,400,0,56,0.14,32.48,synthetic,0
0.44,0,400,7,0.04,52.79,synthetic,1
0.53,0,400,28,0.16,28.65,synthetic,1
0.35,0,400,56,0.18,63.12,synthetic,1
0.54,350,0,28,0.07,63.12,synthetic,0
0.43,350,0,28,0.02,38.46,synthetic,0
0.43,0,400,56,0.12,47.54,synthetic,1
0.35,400,0,7,0.03,16.01,synthetic,0
0.53,350,0,7,0.1,45.42,synthetic,0
0.53,500,0,7,0.1,33.63,synthetic,0
0.51,400,0,28,0.08,63.12,synthetic,0
0.55,500,0,56,0.09,49.84,synthetic,0
0.44,350,0,28,0.08,46.25,synthetic,0
0.44,400,0,56,0.11,42.37,synthetic,0
0.54,0,350,7,0.12,46.64,synthetic,1
0.45,400,0,7,0.14,41.09,synthetic,0
0.55,350,0,7,0.15,47.37,synthetic,0
0.35,500,0,56,0.12,44.19,synthetic,0
0.53,0,350,56,0.1,43.84,synthetic,1
0.35,0,350,7,0.0,41.06,synthetic,1
0.44,350,0,56,0.05,36.5,synthetic,0
0.55,500,0,28,0.0,27.87,synthetic,0
0.55,0,350,7,0.11,52.95,synthetic,1
0.36,0,400,28,0.09,34.84,synthetic,1
0.42,400,0,7,0.0,40.91,synthetic,0
0.45,0,500,28,0.08,20.02,synthetic,1
0.44,0,500,28,0.16,63.12,synthetic,1
0.44,400,0,7,0.04,32.71,synthetic,0
0.44,0,400,56,0.05,19.1,synthetic,1
0.35,400,0,28,0.0,26.53,synthetic,0
0.5,0,350,7,0.05,53.72,synthetic,1
0.35,0,500,56,0.09,37.49,synthetic,1
0.44,400,0,7,0.14,36.56,synthetic,0
0.53,350,0,7,0.04,30.39,synthetic,0
0.44,500,0,7,0.03,63.12,synthetic,0
0.54,0,350,7,0.1,42.93,synthetic,1
0.35,0,500,56,0.05,28.68,synthetic,1
0.35,400,0,7,0.19,63.12,synthetic,0
0.35,500,0,56,0.0,51.11,synthetic,0
0.43,0,500,56,0.06,35.7,synthetic,1
0.45,500,0,56,0.19,48.6,synthetic,0
0.35,0,500,7,0.08,41.86,synthetic,1
0.35,0,400,56,0.04,32.56,synthetic,1
0.35,0,350,56,0.2,48.66,synthetic,1
0.36,0,400,28,0.2,38.01,synthetic,1
0.43,400,0,56,0.14,42.16,synthetic,0
0.55,0,500,56,0.16,63.12,synthetic,1
0.53,0,400,28,0.14,49.09,synthetic,1
0.54,500,0,7,0.06,50.01,synthetic,0
0.42,0,400,28,0.02,33.36,synthetic,1
0.43,0,400,7,0.13,51.22,synthetic,1
0.35,500,0,56,0.05,29.58,synthetic,0
0.5,0,400,7,0.16,53.03,synthetic,1
0.35,0,350,7,0.12,39.14,synthetic,1
0.35,500,0,7,0.05,44.49,synthetic,0
0.35,400,0,56,0.09,33.52,synthetic,0
0.35,400,0,7,0.0,49.04,synthetic,0
0.43,400,0,7,0.13,50.99,synthetic,0
0.44,350,0,28,0.08,51.75,synthetic,0
0.35,500,0,28,0.07,20.95,synthetic,0
0.51,500,0,56,0.16,50.54,synthetic,0
0.55,350,0,56,0.16,63.12,synthetic,0
0.35,400,0,7,0.05,31.78,synthetic,0
0.53,350,0,28,0.04,40.31,synthetic,0
0.54,0,350,56,0.13,44.87,synthetic,1
0.55,0,500,56,0.14,49.8,synthetic,1
0.46,350,0,7,0.15,39.19,synthetic,0
0.51,0,500,28,0.04,53.33,synthetic,1
0.55,0,400,7,0.12,19.29,synthetic,1
0.45,500,0,7,0.06,36.95,synthetic,0
0.35,500,0,7,0.08,26.01,synthetic,0
0.35,400,0,7,0.08,42.26,synthetic,0
0.35,0,500,7,0.05,17.52,synthetic,1
0.52,350,0,56,0.06,37.47,synthetic,0
0.45,0,500,28,0.05,42.05,synthetic,1
0.44,400,0,7,0.0,32.41,synthetic,0
0.54,500,0,7,0.07,47.65,synthetic,0
0.51,0,400,7,0.14,45.65,synthetic,1
0.35,500,0,7,0.09,13.56,synthetic,0
0.55,0,350,7,0.0,47.79,synthetic,1
0.44,0,350,28,0.11,19.05,synthetic,1
0.36,350,0,7,0.02,40.89,synthetic,0
0.43,0,400,7,0.16,25.15,synthetic,1
0.36,350,0,28,0.09,23.14,synthetic,0
0.43,0,400,28,0.2,53.5,synthetic,1
0.53,0,350,56,0.01,30.48,synthetic,1
0.52,500,0,7,0.06,36.37,synthetic,0
0.44,0,350,28,0.18,15.24,synthetic,1
0.45,0,500,56,0.09,32.92,synthetic,1
0.43,350,0,56,0.03,47.83,synthetic,0
0.35,400,0,28,0.08,20.56,synthetic,0
0.43,0,400,56,0.06,50.12,synthetic,1
0.35,0,500,7,0.1,37.25,synthetic,1
0.44,0,500,56,0.11,63.12,synthetic,1
0.51,0,500,56,0.2,56.38,synthetic,1
0.52,0,500,7,0.11,34.97,synthetic,1
0.43,350,0,7,0.0,36.08,synthetic,0
0.35,0,400,56,0.05,47.74,synthetic,1
0.35,500,0,7,0.0,25.17,synthetic,0
0.35,0,400,56,0.11,33.21,synthetic,1
0.52,0,350,56,0.04,48.28,synthetic,1
0.53,0,350,7,0.08,61.6,synthetic,1
0.43,0,500,56,0.11,53.99,synthetic,1
0.52,500,0,56,0.18,63.12,synthetic,0
0.36,350,0,28,0.09,21.9,synthetic,0
0.55,0,500,7,0.0,44.35,synthetic,1
0.55,500,0,7,0.06,54.52,synthetic,0
0.53,500,0,28,0.13,35.99,synthetic,0
0.35,0,500,56,0.0,54.47,synthetic,1
0.53,0,400,28,0.04,42.13,synthetic,1
0.35,350,0,7,0.06,40.74,synthetic,0
0.45,400,0,56,0.13,63.12,synthetic,0
0.54,0,350,28,0.2,27.34,synthetic,1
0.43,0,350,7,0.02,50.94,synthetic,1
0.35,500,0,7,0.14,38.95,synthetic,0
0.43,0,500,56,0.0,31.68,synthetic,1
0.42,0,350,7,0.2,49.06,synthetic,1
0.36,350,0,28,0.2,54.63,synthetic,0
0.51,0,350,7,0.18,53.06,synthetic,1
0.45,350,0,28,0.07,42.03,synthetic,0
0.43,0,500,56,0.09,37.08,synthetic,1
0.43,500,0,7,0.05,39.13,synthetic,0
0.43,500,0,7,0.15,63.12,synthetic,0
0.5,0,350,56,0.05,63.12,synthetic,1
0.52,400,0,7,0.16,30.59,synthetic,0
0.5,0,500,56,0.06,45.07,synthetic,1
0.55,350,0,56,0.04,31.69,synthetic,0
0.35,500,0,56,0.02,44.47,synthetic,0
0.44,500,0,28,0.08,45.22,synthetic,0
0.52,0,400,56,0.04,45.26,synthetic,1
0.54,0,350,56,0.03,23.27,synthetic,1
0.51,0,400,56,0.18,34.33,synthetic,1
0.54,0,500,56,0.05,30.5,synthetic,1
0.35,0,350,28,0.18,47.63,synthetic,1
0.53,0,350,7,0.07,40.42,synthetic,1
0.53,0,500,56,0.16,22.05,synthetic,1
0.37,400,0,7,0.02,40.4,synthetic,0
0.54,500,0,28,0.16,30.26,synthetic,0
0.37,0,350,28,0.11,38.19,synthetic,1
0.54,400,0,28,0.15,41.94,synthetic,0
0.55,500,0,56,0.07,46.07,synthetic,0
0.35,0,400,7,0.07,34.13,synthetic,1
0.5,0,500,28,0.06,48.57,synthetic,1
0.37,0,500,7,0.03,29.57,synthetic,1
0.44,0,400,7,0.08,61.86,synthetic,1
0.45,0,350,7,0.12,13.56,synthetic,1
0.35,0,350,7,0.09,37.41,synthetic,1
0.35,0,350,56,0.15,58.37,synthetic,1
0.35,0,500,56,0.0,30.88,synthetic,1
0.43,500,0,7,0.03,49.57,synthetic,0
0.45,500,0,56,0.03,29.11,synthetic,0
0.43,0,400,7,0.12,50.64,synthetic,1
0.53,0,350,56,0.08,49.72,synthetic,1
0.51,0,350,28,0.11,58.34,synthetic,1
0.35,0,400,7,0.07,43.35,synthetic,1
0.46,350,0,56,0.2,40.11,synthetic,0
0.43,0,350,7,0.05,37.07,synthetic,1
0.42,0,500,56,0.05,24.56,synthetic,1
0.35,0,400,7,0.15,29.73,synthetic,1
0.55,500,0,28,0.05,26.4,synthetic,0
0.5,0,350,7,0.15,30.55,synthetic,1
0.53,0,400,7,0.0,36.6,synthetic,1
0.52,500,0,28,0.08,21.19,synthetic,0
0.36,500,0,7,0.08,56.83,synthetic,0
0.55,500,0,56,0.05,47.83,synthetic,0
0.44,0,400,28,0.1,42.97,synthetic,1
0.52,500,0,56,0.04,44.33,synthetic,0
0.35,350,0,7,0.04,63.12,synthetic,0
0.46,350,0,28,0.08,63.1,synthetic,0
0.43,350,0,28,0.09,44.09,synthetic,0
0.43,350,0,28,0.1,59.59,synthetic,0
0.35,400,0,56,0.04,26.18,synthetic,0
0.51,0,500,28,0.07,33.13,synthetic,1
0.54,350,0,28,0.12,38.74,synthetic,0
0.35,400,0,28,0.14,32.99,synthetic,0
0.55,500,0,28,0.08,38.04,synthetic,0
0.37,500,0,56,0.08,36.93,synthetic,0
0.54,0,350,56,0.06,26.11,synthetic,1
0.52,0,500,28,0.06,52.15,synthetic,1
0.35,0,500,7,0.03,34.64,synthetic,1
0.46,500,0,28,0.13,44.52,synthetic,0
0.53,400,0,28,0.02,39.66,synthetic,0
0.35,350,0,7,0.16,48.4,synthetic,0
0.46,500,0,56,0.0,44.18,synthetic,0
0.37,350,0,7,0.05,35.68,synthetic,0
0.35,350,0,56,0.08,33.01,synthetic,0
0.51,350,0,7,0.06,36.77,synthetic,0
0.35,0,500,7,0.05,16.39,synthetic,1
0.36,350,0,7,0.02,63.12,synthetic,0
0.35,350,0,28,0.07,33.76,synthetic,0
0.46,350,0,28,0.06,48.63,synthetic,0
0.42,350,0,7,0.13,37.64,synthetic,0
0.35,350,0,7,0.06,48.67,synthetic,0
0.52,0,400,56,0.11,44.69,synthetic,1
0.37,0,400,56,0.01,61.91,synthetic,1
0.46,0,400,56,0.05,50.57,synthetic,1
0.35,400,0,7,0.09,49.99,synthetic,0
0.37,500,0,56,0.11,53.59,synthetic,0
0.44,0,400,28,0.06,50.91,synthetic,1
0.35,0,500,28,0.04,44.51,synthetic,1
0.44,0,400,56,0.02,23.13,synthetic,1
0.35,0,500,56,0.04,36.59,synthetic,1
0.43,350,0,56,0.06,28.3,synthetic,0
0.44,0,350,28,0.04,30.06,synthetic,1
0.36,400,0,28,0.17,46.16,synthetic,0
0.52,0,400,56,0.2,34.14,synthetic,1
0.36,400,0,7,0.09,54.1,synthetic,0
0.35,500,0,28,0.18,44.97,synthetic,0
0.53,0,500,56,0.08,35.59,synthetic,1
0.55,500,0,28,0.11,48.22,synthetic,0
0.35,500,0,28,0.19,31.3,synthetic,0
0.51,0,400,7,0.14,48.92,synthetic,1
0.51,0,400,56,0.13,40.55,synthetic,1
0.52,0,350,7,0.0,16.22,synthetic,1
0.52,0,500,7,0.02,51.59,synthetic,1
0.53,0,400,28,0.15,52.93,synthetic,1
0.45,0,400,28,0.09,35.2,synthetic,1
0.43,350,0,28,0.11,33.02,synthetic,0
0.44,350,0,7,0.11,46.11,synthetic,0
0.43,400,0,28,0.14,42.75,synthetic,0
0.53,0,400,7,0.04,43.21,synthetic,1
0.35,400,0,28,0.2,48.71,synthetic,0
0.52,0,400,7,0.07,33.14,synthetic,1
0.53,0,400,7,0.02,63.12,synthetic,1
0.45,500,0,56,0.11,49.41,synthetic,0
0.44,500,0,7,0.05,63.12,synthetic,0
0.55,400,0,7,0.11,43.71,synthetic,0
0.38,350,0,28,0.17,63.12,synthetic,0
0.42,400,0,56,0.15,63.12,synthetic,0
0.42,0,350,28,0.2,47.42,synthetic,1
0.35,350,0,7,0.1,49.01,synthetic,0
0.46,350,0,7,0.05,49.06,synthetic,0
0.46,0,400,56,0.0,40.9,synthetic,1
0.35,500,0,28,0.05,32.7,synthetic,0
0.54,400,0,7,0.09,40.19,synthetic,0
0.35,0,500,56,0.02,34.73,synthetic,1
0.43,400,0,7,0.04,45.29,synthetic,0
0.35,0,500,56,0.03,17.27,synthetic,1
0.35,0,500,7,0.08,59.07,synthetic,1
0.42,0,500,7,0.06,40.86,synthetic,1
0.35,0,400,28,0.15,38.42,synthetic,1
0.35,400,0,7,0.18,55.51,synthetic,0
0.46,0,500,56,0.15,21.08,synthetic,1
0.35,350,0,56,0.02,40.91,synthetic,0
0.35,350,0,28,0.0,56.69,synthetic,0
0.35,0,350,28,0.06,49.62,synthetic,1
0.46,0,400,7,0.05,20.03,synthetic,1
0.55,0,500,7,0.03,15.73,synthetic,1
0.52,0,400,28,0.2,63.12,synthetic,1
0.44,500,0,28,0.15,45.35,synthetic,0
0.53,0,500,7,0.17,39.25,synthetic,1
0.45,400,0,7,0.16,38.2,synthetic,0
0.53,350,0,7,0.06,37.63,synthetic,0
0.42,350,0,56,0.1,35.7,synthetic,0
0.55,0,500,7,0.14,47.64,synthetic,1
0.35,0,400,7,0.11,35.73,synthetic,1
0.53,0,400,56,0.04,36.78,synthetic,1
0.51,500,0,56,0.1,45.86,synthetic,0
0.55,500,0,28,0.0,21.52,synthetic,0
0.55,400,0,7,0.04,24.24,synthetic,0
0.35,0,350,7,0.05,35.81,synthetic,1
0.43,0,350,56,0.03,22.94,synthetic,1
0.55,0,500,28,0.1,28.91,synthetic,1
0.35,400,0,28,0.17,19.52,synthetic,0
0.35,0,350,56,0.17,30.03,synthetic,1
0.35,0,350,56,0.02,48.03,synthetic,1
0.37,350,0,7,0.06,36.57,synthetic,0
0.35,400,0,56,0.09,40.96,synthetic,0
0.35,0,500,56,0.13,40.06,synthetic,1
0.35,400,0,28,0.05,47.24,synthetic,0
0.52,500,0,28,0.17,32.65,synthetic,0
0.43,0,400,56,0.07,45.21,synthetic,1
0.53,0,500,56,0.1,44.77,synthetic,1
0.55,0,350,28,0.06,50.76,synthetic,1
0.44,350,0,7,0.07,38.71,synthetic,0
0.44,400,0,7,0.08,41.54,synthetic,0
0.35,0,400,56,0.03,26.11,synthetic,1
0.55,0,350,7,0.03,47.54,synthetic,1
0.35,0,500,56,0.05,41.74,synthetic,1
0.52,500,0,7,0.03,50.74,synthetic,0
0.43,0,350,7,0.17,45.86,synthetic,1
0.55,0,400,28,0.0,41.88,synthetic,1
0.43,400,0,56,0.16,50.4,synthetic,0
0.55,400,0,56,0.11,45.5,synthetic,0
0.35,0,400,7,0.05,44.4,synthetic,1
0.35,500,0,7,0.17,49.98,synthetic,0
0.35,0,500,28,0.18,63.12,synthetic,1
0.55,500,0,28,0.17,44.58,synthetic,0
0.53,0,400,7,0.04,35.89,synthetic,1
0.51,500,0,7,0.12,24.52,synthetic,0
0.44,400,0,56,0.14,46.1,synthetic,0
0.44,0,500,56,0.02,35.66,synthetic,1
0.45,400,0,28,0.16,30.55,synthetic,0
0.53,0,400,7,0.02,47.07,synthetic,1
0.35,400,0,28,0.04,63.12,synthetic,0
0.35,0,500,56,0.11,27.65,synthetic,1
0.52,0,400,56,0.16,49.87,synthetic,1
0.53,500,0,28,0.05,33.9,synthetic,0
0.36,400,0,28,0.05,23.18,synthetic,0
0.43,0,500,7,0.18,41.0,synthetic,1
0.54,500,0,7,0.05,50.1,synthetic,0
0.55,0,350,28,0.03,30.11,synthetic,1
0.35,400,0,56,0.0,63.12,synthetic,0
0.51,0,500,56,0.02,46.54,synthetic,1
0.35,350,0,56,0.16,63.12,synthetic,0
0.54,0,350,7,0.11,51.05,synthetic,1
0.35,350,0,7,0.03,42.96,synthetic,0
0.45,350,0,56,0.03,23.59,synthetic,0
0.42,400,0,7,0.08,62.79,synthetic,0
0.35,350,0,28,0.1,42.2,synthetic,0
0.44,0,500,28,0.08,40.42,synthetic,1
0.35,500,0,56,0.06,13.56,synthetic,0
0.52,400,0,7,0.14,55.37,synthetic,0
0.36,0,400,28,0.16,50.29,synthetic,1
0.53,0,350,56,0.02,25.1,synthetic,1
0.35,0,500,56,0.14,38.54,synthetic,1
0.35,0,500,28,0.04,23.42,synthetic,1
0.43,0,400,7,0.08,49.28,synthetic,1
0.45,0,400,28,0.09,58.0,synthetic,1
0.55,500,0,56,0.02,31.81,synthetic,0
0.35,0,350,28,0.01,48.35,synthetic,1
0.38,400,0,7,0.07,34.38,synthetic,0
0.35,0,500,7,0.13,48.8,synthetic,1
0.35,350,0,28,0.16,47.06,synthetic,0
0.52,0,500,28,0.03,63.12,synthetic,1
0.46,400,0,28,0.03,36.09,synthetic,0
0.35,0,350,7,0.14,43.55,synthetic,1
0.47,500,0,56,0.12,38.77,synthetic,0
0.54,400,0,7,0.11,49.39,synthetic,0
0.45,350,0,7,0.16,51.6,synthetic,0
0.52,0,500,56,0.0,61.7,synthetic,1
0.42,0,350,56,0.16,47.09,synthetic,1
0.45,400,0,28,0.11,60.68,synthetic,0
0.44,0,400,7,0.1,42.7,synthetic,1
0.55,0,500,7,0.04,46.29,synthetic,1
0.47,350,0,28,0.2,27.1,synthetic,0
0.44,400,0,28,0.2,47.94,synthetic,0
0.44,350,0,7,0.04,47.36,synthetic,0
0.35,0,500,28,0.09,18.87,synthetic,1
0.54,0,350,7,0.04,30.58,synthetic,1
0.5,500,0,28,0.06,43.07,synthetic,0
0.46,0,400,28,0.0,42.43,synthetic,1
0.52,400,0,28,0.05,14.43,synthetic,0
0.54,350,0,28,0.17,50.88,synthetic,0
0.52,0,350,7,0.13,39.01,synthetic,1
0.36,0,400,28,0.1,49.58,synthetic,1
0.54,0,500,56,0.06,39.73,synthetic,1
0.55,500,0,56,0.16,24.1,synthetic,0
0.35,0,400,7,0.16,63.12,synthetic,1
0.43,0,350,7,0.17,63.12,synthetic,1
0.46,0,350,28,0.02,36.62,synthetic,1
0.52,0,400,28,0.13,28.91,synthetic,1
0.35,0,350,7,0.03,48.13,synthetic,1
0.35,350,0,56,0.06,27.49,synthetic,0
0.51,0,400,7,0.15,45.81,synthetic,1
0.52,400,0,28,0.0,36.56,synthetic,0
0.53,400,0,56,0.11,27.41,synthetic,0
0.46,0,400,7,0.2,40.04,synthetic,1
0.35,500,0,28,0.02,36.34,synthetic,0
0.43,0,400,56,0.0,36.99,synthetic,1
0.35,0,500,28,0.02,42.28,synthetic,1
0.43,0,350,7,0.12,47.94,synthetic,1
0.35,0,500,28,0.14,52.39,synthetic,1
0.35,0,400,56,0.03,49.57,synthetic,1
0.53,400,0,7,0.05,29.17,synthetic,0
0.52,0,350,28,0.02,48.03,synthetic,1
0.47,0,350,7,0.07,36.92,synthetic,1
0.55,400,0,56,0.08,47.97,synthetic,0
0.53,0,350,28,0.0,46.47,synthetic,1
0.44,0,350,56,0.13,25.77,synthetic,1
0.35,0,400,56,0.04,43.36,synthetic,1
0.35,350,0,28,0.02,43.45,synthetic,0
0.35,0,350,7,0.09,33.42,synthetic,1
0.5,0,500,28,0.05,38.51,synthetic,1
0.38,400,0,56,0.12,46.03,synthetic,0
0.47,400,0,28,0.01,53.15,synthetic,0
0.51,500,0,56,0.04,46.13,synthetic,0
0.35,400,0,56,0.03,41.69,synthetic,0
0.35,0,400,56,0.0,51.87,synthetic,1
0.35,0,350,56,0.13,42.85,synthetic,1
0.35,0,400,7,0.07,29.46,synthetic,1
0.54,0,350,28,0.0,36.62,synthetic,1
0.53,350,0,28,0.07,36.82,synthetic,0
0.55,0,500,28,0.14,63.12,synthetic,1
0.39,0,350,7,0.09,27.44,synthetic,1
0.44,400,0,56,0.05,30.46,synthetic,0
0.35,0,350,7,0.05,44.0,synthetic,1
0.44,0,400,7,0.06,48.67,synthetic,1
0.55,0,400,28,0.06,31.04,synthetic,1
0.35,0,500,56,0.06,26.36,synthetic,1
0.43,400,0,56,0.03,41.75,synthetic,0
0.44,400,0,7,0.06,33.14,synthetic,0
0.52,400,0,28,0.15,22.67,synthetic,0
0.52,0,400,56,0.0,42.91,synthetic,1
0.45,0,350,28,0.04,23.43,synthetic,1
0.35,500,0,56,0.03,29.7,synthetic,0
0.43,0,350,28,0.07,55.05,synthetic,1
0.35,0,500,56,0.1,37.95,synthetic,1
0.55,350,0,7,0.17,38.88,synthetic,0
0.35,0,500,56,0.05,39.42,synthetic,1
0.35,500,0,7,0.02,44.26,synthetic,0
0.35,0,400,7,0.03,63.12,synthetic,1
0.46,0,400,56,0.19,35.31,synthetic,1
0.35,0,400,56,0.13,29.65,synthetic,1
0.51,0,400,7,0.01,34.82,synthetic,1
0.53,350,0,56,0.09,19.79,synthetic,0
0.45,350,0,56,0.09,47.8,synthetic,0
0.45,400,0,56,0.16,33.32,synthetic,0
0.51,0,350,7,0.16,62.18,synthetic,1
0.35,0,500,7,0.12,63.12,synthetic,1
0.53,500,0,7,0.14,35.63,synthetic,0
0.47,0,500,56,0.0,47.49,synthetic,1
